"filename", "language", "HTML", "Go", "JavaScript", "CSS", "XML", "JSON", "comment", "blank", "total"
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\mock\mock_xcrawler\xcrawler_mock.go", "Go", 0, 77, 0, 0, 0, 0, 17, 17, 111
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\remote\main.go", "Go", 0, 145, 0, 0, 0, 0, 1, 36, 182
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\remote\main_test.go", "Go", 0, 97, 0, 0, 0, 0, 1, 28, 126
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\filter.go", "Go", 0, 28, 0, 0, 0, 0, 0, 10, 38
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\filter_test.go", "Go", 0, 91, 0, 0, 0, 0, 0, 23, 114
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\handler.go", "Go", 0, 4, 0, 0, 0, 0, 0, 4, 8
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\html.go", "Go", 0, 113, 0, 0, 0, 0, 0, 35, 148
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\html_test.go", "Go", 0, 75, 0, 0, 0, 0, 11, 18, 104
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\http.go", "Go", 0, 78, 0, 0, 0, 0, 2, 23, 103
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\http_test.go", "Go", 0, 59, 0, 0, 0, 0, 0, 18, 77
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\xcrawler.go", "Go", 0, 125, 0, 0, 0, 0, 57, 52, 234
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xcrawler\xcrawler_test.go", "Go", 0, 152, 0, 0, 0, 0, 0, 44, 196
"c:\Users\wangx\go\src\github.com\pantskun\golearn\CrawlerDemo\xlogutil\xlogutil.go", "Go", 0, 11, 0, 0, 0, 0, 4, 5, 20
"Total", "-", 61070, 2629, 3452, 16222, 112, 16, 3937, 3654, 91092
